movieId,tmdbId,popularity,vote_count,vote_average,budget,revenue,runtime
6104,11949,0.6195,175,7.369,0,327958,80
6107,42130,0.7923,126,7.087,0,0,105
6111,23942,2.0933,128,6.0,0,5588800,102
6116,25872,0.6985,44,5.148,5900000,8996086,105
6119,14645,1.8482,1048,7.314,0,0,88
6122,21923,0.3174,97,7.351,0,0,82
6123,1563,1.1067,260,7.435,0,30878,100
6124,17132,0.4496,30,6.5,0,0,105
6125,59533,0.3834,5,6.0,0,0,90
6140,29702,1.4329,679,6.818,0,0,101
6141,24830,0.8187,33,5.015,0,16894678,85
6143,9699,1.6023,308,5.209,0,9056073,96
6145,30789,1.2561,91,5.6,0,0,93
6148,47955,1.4591,292,6.6,8000000,46509,90
6153,23943,2.1836,146,5.164,0,16897768,98
6155,9919,5.2989,4382,6.861,50000000,177500000,116
6156,6038,3.046,2398,6.139,50000000,88323487,115
6157,9480,4.765,5377,5.289,78000000,179179718,103
6158,14873,3.1885,1181,5.893,20000000,135700000,72
6159,13132,0.66,111,5.932,2500000,548712,108
6162,1956,1.2223,341,6.1,3500000,255000,103
6163,12112,0.6163,247,6.7,0,5126264,92
6166,12139,4.1153,1562,5.9,35000000,117270765,96
6169,24883,0.8134,65,6.431,0,9800000,103
6170,17264,2.1962,318,6.995,2700000,37799643,118
6178,33364,0.7457,119,7.55,800000,6792000,105
6181,59401,1.1306,65,6.4,1640000,0,69
6182,22233,0.9452,82,7.073,0,0,108
6183,4952,1.6271,312,7.131,1600000,18750000,102
6184,991,1.659,576,6.439,1500000,0,139
6185,4911,1.4882,359,6.237,15000000,12150301,118
6186,16072,1.3801,190,6.316,56000000,12900000,219
6187,11615,3.0396,2150,7.435,50000000,38955598,130
6188,11635,7.674,2058,6.622,24000000,87100000,92
6192,102,0.7893,121,7.1,0,0,113
6193,14293,0.923,89,6.331,4000000,563711,99
6195,105024,0.1371,7,6.7,0,0,127
6196,10623,4.4598,991,6.109,25000000,56500000,101
6197,9613,1.6279,913,6.64,10000000,5809240,98
6201,21867,3.4529,110,6.9,8500000,0,142
6202,49680,0.6719,35,6.0,0,0,102
6203,6524,0.8288,214,5.661,13000000,4102526,92
6204,11244,0.9697,190,5.787,20000000,8000000,100
6210,23834,1.2094,89,5.9,0,0,120
6212,10678,1.5618,731,5.973,20000000,132700000,105
6213,9567,4.941,2557,6.886,75000000,86500000,121
6214,979,7.7426,3206,7.177,3500000,6500000,93
6215,13819,1.4189,219,5.95,0,4600000,103
6216,1591,0.6651,178,7.1,0,0,140
6217,24186,0.766,52,6.413,0,0,121
6218,455,2.1106,1991,6.322,3500000,76585951,112
6219,10632,2.0692,890,6.173,55000000,34234008,94
6220,10929,17.4268,359,6.1,22000000,8564586,100
6222,16229,0.9213,329,6.324,0,0,95
6223,12079,3.8986,504,6.575,2000000,0,101
6225,36362,2.3951,226,7.144,7775000,13400000,171
6228,23159,1.1287,122,7.3,1000000,1100000,118
6232,15347,1.3083,128,6.8,0,0,95
6234,37258,0.9875,141,7.0,0,0,137
6235,8996,1.0408,270,7.241,0,5575304,112
6237,17729,0.8306,157,6.9,0,0,116
6238,12157,1.5449,528,6.12,12500000,29888235,108
6239,11571,1.4442,500,6.9,3440000,10000000,132
6241,10293,0.9869,243,6.986,0,0,94
6242,2671,3.1291,1604,7.1,1200000,19400000,96
6244,45129,1.0509,117,7.3,450000,7434176,113
6245,42618,1.2825,86,6.9,8000000,20000000,153
6246,41164,0.3615,4,6.25,0,0,91
6249,9557,3.37,684,5.259,20000000,8586376,94
6250,6171,3.092,1876,5.63,68000000,81240206,134
6251,13691,2.1719,394,6.7,46000000,62870546,79
6252,11523,1.5902,593,5.554,30000000,19526014,87
6254,14675,0.973,342,7.2,600000,3000000,91
6263,10782,2.4767,1115,6.5,50000000,42792561,98
6264,9341,4.2202,2087,5.806,60000000,74208267,136
6265,9776,1.5248,310,5.561,35200000,37788228,95
6266,10735,3.6667,1705,6.303,20000000,50700000,105
6267,16425,1.2759,46,5.3,0,0,114
6268,25461,0.3299,44,6.8,800000,2816116,88
6269,51927,0.5109,31,6.919,0,97000,145
6270,12516,2.7474,539,7.726,12000000,2970161,119
6271,1675,1.6831,643,7.749,700000,850000,116
6273,17057,1.6029,651,7.61,0,0,93
6279,6016,0.8649,139,6.065,30000000,0,108
6280,8409,2.7987,943,6.109,36000000,44350926,109
6281,1817,3.7786,4047,6.858,13000000,97837138,81
6283,11299,3.0443,1000,7.724,0,0,115
6285,21052,1.082,118,6.081,7500000,723000,100
6286,7294,1.6886,423,7.418,0,921,97
6287,9506,6.5975,3372,6.2,75000000,195745823,106
6288,14290,0.9796,97,6.3,250000,3800000,101
6289,24982,0.7731,223,6.848,13000000,17040871,91
6290,2662,2.4755,1720,6.2,7000000,17949758,89
6291,12093,2.8068,647,7.6,2700000,1007747,109
6294,11817,2.4067,981,5.5,52000000,37713879,104
6295,24621,1.1562,127,6.748,0,6126237,80
6296,13370,1.4386,257,6.739,6000000,18750246,92
6297,8326,3.8557,1510,6.9,20000000,71406573,117
6298,13411,1.5997,282,5.137,15000000,34000000,86
6299,11516,1.7725,196,7.6,35866397,20217080,89
6300,10180,1.0462,239,7.1,0,0,109
6301,994,2.1595,1034,7.153,2200000,3251794,116
6302,66918,0.6939,38,3.789,0,0,73
6303,10514,2.4973,763,7.051,6500000,12376563,131
6305,1714,4.6505,1050,7.113,1500000,2000000,113
6306,14308,0.2343,14,7.6,0,0,92
6308,9930,1.5757,226,6.0,40000000,93151591,116
6310,107569,0.6142,18,5.1,0,0,103
6313,108553,0.6134,58,5.1,16000000,17854933,87
6314,12661,0.8747,166,6.1,0,12416686,90
6315,29355,1.3491,207,6.251,0,26285544,106
6316,24961,2.7603,287,6.075,24000000,21049053,134
6319,20978,0.647,136,5.6,0,0,105
6320,47762,0.8679,76,5.1,3000000,9563393,89
6322,10743,1.7541,472,6.26,15000000,23014206,97
6323,2832,6.7808,4249,7.171,28000000,90259536,90
6324,31459,0.6015,77,6.0,0,0,109
6327,38868,1.0491,41,7.9,0,34837,110
6329,15098,3.2919,113,6.9,0,0,102
6330,11458,0.7011,179,5.237,20000000,5484302,100
6331,16636,0.4697,118,7.339,0,0,97
6332,18736,4.1323,1314,6.321,17000000,55534455,94
6333,36658,0.4451,10743,7.034,110000000,407711549,133
6334,46989,0.8,55,6.1,1000000,464000,92
6335,20689,1.0745,64,6.078,0,5227348,132
6336,13438,0.0932,12,6.9,0,0,108
6337,15394,4.3122,190,6.734,10000000,1271244,104
6338,10708,2.7951,2224,5.919,60000000,164433867,92
6339,22016,0.8242,104,6.7,0,7727906,90
6341,22958,0.7621,152,6.1,0,735992,96
6342,15850,0.483,44,6.102,0,306567,95
6344,10989,0.5758,125,6.12,0,0,88
6345,1816,1.4336,196,6.227,25000000,14202899,118
6347,17667,1.1874,93,6.844,0,0,105
6348,17464,0.8424,86,4.977,0,0,94
6349,15259,2.9251,163,6.6,1200000,38682707,90
6350,10515,6.8422,4586,7.972,3000000,5228752,125
6357,11424,2.3667,256,6.803,2800000,8200000,107
6358,34857,0.9653,94,6.473,1981000,3117000,109
6365,604,9.4556,11734,7.07,150000000,738599701,138
6367,10720,19.6768,773,6.1,35000000,20298207,102
6368,51230,1.6657,50,6.8,0,0,79
6370,1555,1.8398,1201,7.119,5300000,3897799,122
6371,33875,2.9527,376,6.678,0,27756381,80
6373,310,8.2358,11324,6.722,80000000,484592874,101
6374,5146,1.2549,303,5.617,40000000,26800000,98
6375,30055,0.2693,9,8.2,0,0,102
6376,12544,0.4469,117,6.624,0,0,95
6377,12,15.4813,20304,7.817,94000000,940335536,100
6378,9654,5.6064,5896,6.786,60000000,176070171,110
6379,9902,8.9812,2934,6.381,12600000,28650575,84
6380,2260,0.8217,353,7.13,0,4076990,107
6382,18385,0.8086,61,6.9,0,0,116
6383,584,1.3987,8016,6.515,76000000,236350661,108
6385,1088,2.7196,438,7.049,8000000,41400000,101
6386,5921,1.1436,184,6.7,0,0,128
6387,47423,1.883,171,6.8,0,4303351,108
6390,43239,1.7056,60,6.8,0,0,117
6395,29425,2.5268,400,6.1,275000,143784,103
6400,51391,0.3703,59,7.458,0,0,111
6402,50285,0.5846,13,5.846,0,0,91
6405,6646,1.2651,225,6.6,0,4419657,96
6407,38720,0.6046,82,6.5,0,0,114
6408,147729,0.594,77,7.4,0,0,92
6410,15462,1.1945,120,5.946,0,0,97
6412,43828,1.3506,187,7.195,0,0,94
6415,47715,0.698,92,6.777,0,0,107
6417,12629,1.2739,93,5.258,9000000,0,85
6422,21027,1.26,154,6.942,0,17268889,105
6424,11890,1.7956,556,6.332,35000000,23562716,109
6425,36807,1.0949,173,6.055,0,0,107
6427,37662,0.6648,97,6.701,375000,0,109
6428,11916,2.6235,644,6.958,2500000,5050000,114
6429,14551,1.67,389,7.311,0,2250000,92
6433,26317,1.2139,787,7.833,0,0,68
6434,43490,0.7189,93,6.812,0,0,142
6436,8092,2.9569,1058,7.126,0,4104962,115
6440,290,2.4596,1840,7.5,9000000,6153939,117
6442,2470,4.0922,203,6.65,0,0,109
6448,10243,1.3335,359,7.2,5355000,0,142
6449,42541,0.983,54,6.6,0,0,149
6452,40085,0.9388,220,7.039,0,0,115
6453,47684,0.5168,52,7.2,0,0,76
6454,2263,1.7025,174,7.129,0,6263883,124
6460,3009,1.6912,543,7.4,1300000,94243,119
6461,6643,1.1491,221,6.2,5000000,0,125
6464,14817,4.1994,560,6.129,8500000,23712993,95
6465,41426,0.7331,79,5.9,0,0,106
6466,41791,1.0763,97,6.371,5000000,7332515,118
6476,2071,2.2249,223,6.121,22000000,11500000,98
6477,43516,0.8876,125,7.0,2000000,0,156
6480,32489,0.9968,97,6.83,0,0,152
6482,10152,2.6233,892,4.142,19000000,39267515,85
6483,31246,0.6711,109,3.22,12000000,4922166,81
6484,11375,1.824,681,5.2,75000000,51142659,116
6493,17813,0.9294,212,5.222,30000000,15368897,96
6502,170,13.5507,8264,7.236,8000000,82784517,113
6503,9471,4.219,3232,5.49,120000000,259175788,106
6506,9581,1.0607,154,6.789,0,181662,102
6509,216,1.1381,445,7.7,130000,186757,93
6510,47676,0.4679,34,5.7,2500000,764083,95
6514,113739,0.1177,24,1.7,0,0,71
6515,52758,0.4829,189,7.114,575,0,86
6516,38171,0.8665,182,6.8,3520000,4300000,105
6517,61225,2.9048,165,5.591,0,17530973,115
6523,18722,1.1711,140,5.8,0,20000000,108
6527,33454,4.7586,97,7.01,3005000,6746000,110
6528,19753,0.5739,43,5.767,0,0,90
6530,11482,1.5497,1211,7.606,0,5100000,126
6533,6949,2.1183,439,7.356,4000000,66000000,94
6534,1927,8.0379,6184,5.578,137000000,245360480,138
6535,10327,4.0136,1720,5.7,45000000,124914842,95
6536,14411,4.597,2161,7.0,60000000,80767884,86
6537,296,7.6444,7123,6.184,200000000,435000000,109
6538,302,2.8162,776,6.485,7800000,22441323,102
6539,22,20.363,21915,7.82,140000000,655011224,143
6541,8698,6.02,4276,5.975,78000000,179265204,110
6542,554,2.5369,116,7.06,0,0,100
6545,17920,0.9814,97,6.737,8000000,6586341,113
6547,32235,2.6459,81,5.9,1900000,1600000,103
6548,8961,5.7338,5829,6.656,130000000,273339556,146
6549,17403,0.6833,159,5.4,0,0,99
6550,9486,3.3171,3706,6.287,40000000,160466000,87
6551,20439,0.3865,20,4.75,2500000,0,101
6552,3472,1.1537,479,6.88,0,0,97
6553,35265,3.8739,249,7.2,0,384336,101
6554,25921,0.7226,35,5.371,0,0,105
6557,68927,0.688,43,5.314,0,0,100
6558,11894,1.4724,565,6.381,0,33691313,101
6559,20726,1.6554,462,6.472,20000000,19300000,107
6560,24558,1.0025,112,4.978,15000000,5585154,94
6561,12649,0.8486,131,6.355,0,0,83
6563,24356,1.1975,57,5.07,0,546106,112
6564,1996,2.9485,4442,5.76,95000000,160099222,117
6565,4464,2.4222,912,7.058,87000000,148300000,141
6566,12279,3.0452,2340,5.14,38000000,197101678,84
6567,9104,3.9542,345,6.286,15000000,2300805,98
6568,33339,2.4707,89,5.5,0,1628154,114
6571,54580,0.7901,246,7.2,4000000,146402,113
6572,4613,2.8369,130,5.5,7000000,0,95
6573,12530,2.2589,262,6.939,2750000,3000000,138
6574,45096,0.8951,60,4.608,13000000,5451119,99
6577,24993,1.1981,199,5.518,0,1250712,89
6578,53021,0.9205,209,6.981,3500000,10000000,125
6579,430,0.9447,413,7.492,3000000,4000000,109
6581,5185,2.814,322,6.807,10000000,1500000,125
6582,10553,1.0762,275,6.253,40000000,14393902,121
6583,21512,1.3275,151,5.821,0,882290,100
6584,21449,0.7655,198,5.306,400000,0,80
6586,8273,5.652,4318,6.218,55000000,231449203,103
6587,8046,1.5524,488,4.019,75600000,7266209,122
6588,50350,0.9421,31,5.645,0,0,133
6591,8094,0.9505,449,7.422,5000000,21107578,119
6592,26195,0.5567,37,5.689,0,0,104
6593,10330,4.2938,4199,6.577,26000000,160846332,97
6595,9257,4.0952,2655,6.2,80000000,207700000,117
6596,9499,1.4203,161,4.932,0,12991996,117
6597,17180,1.1439,33,5.682,0,77567,95
6598,15292,0.2924,37,7.2,0,0,88
6603,41206,0.7922,81,6.3,0,0,104
6604,33954,0.6599,360,7.231,0,0,85
6609,24192,0.6134,401,7.439,0,0,137
6611,833,0.6816,725,7.9,0,71461,91
6612,26755,0.3572,56,6.991,0,0,104
6614,3101,0.8236,280,6.395,0,0,94
6615,6466,3.941,2777,6.082,30000000,116643421,97
6616,20210,5.4986,153,5.9,6000000,5141166,104
6617,2055,4.2226,1178,7.223,22000000,68296293,139
6618,11770,6.5374,2471,7.15,10000005,42776760,113
6619,14926,4.5537,1078,6.91,20000000,44617342,92
6620,2771,1.0359,525,7.173,2000000,6003587,101
6624,10923,1.8577,1147,5.538,28000000,58795814,102
6625,17745,1.2752,163,5.885,0,0,96
6628,21989,0.883,74,4.77,4506756,20307325,96
6629,18573,1.2937,373,6.9,1000000,23750319,88
6631,41759,0.8993,136,5.9,6000000,12974636,97
6636,8992,1.2077,315,6.483,4500000,18135531,95
6638,19053,1.9941,262,6.0,350000,17343596,99
6639,11206,1.5765,585,7.334,4000000,11000000,108
6643,18148,2.9515,1192,8.172,0,0,137
6644,54898,1.0099,274,7.4,0,0,99
6645,636,1.574,1027,6.444,777000,2437000,86
6650,11898,1.2695,592,7.633,0,0,104
6654,35072,1.1647,58,6.552,0,0,96
6656,44585,1.4934,64,5.016,0,0,79
6658,9051,2.6438,294,5.746,7000000,107000000,122
6659,9362,4.8541,3489,6.932,11000000,48572000,96
6660,19542,1.8664,727,8.0,500000,10000000,133
6662,936,5.7781,1153,6.842,0,10878107,115
6663,12268,2.3608,599,6.856,6000000,33833201,103
6664,10999,7.4288,3060,6.69,10000000,57500000,90
6665,33521,1.3758,280,6.4,0,0,109
6666,4593,1.3038,888,7.459,800000,103230,101
6667,34044,0.6473,47,7.564,0,0,136
6668,12276,1.6125,223,7.46,0,0,89
6669,3782,3.9494,1302,8.306,0,55240,143
6670,36629,0.3492,49,5.245,0,0,92
6671,2891,0.5929,180,7.0,0,0,158
6678,20815,1.9235,269,6.1,13000000,4960385,108
6679,19433,0.5181,84,6.982,0,0,85
6684,6619,1.4354,528,7.23,0,0,131
6686,10610,2.5839,1170,5.6,38000000,34300000,88
6687,2830,1.3064,719,5.048,14000000,0,83
6688,15920,0.4599,20,6.95,0,0,95
6689,21413,0.3757,56,5.652,1000000,0,79
6691,16405,5.2489,30,5.3,0,0,127
6692,33255,0.1797,15,5.867,0,0,82
6695,11351,3.8226,1770,6.165,17000000,63102666,104
6696,333,0.6618,31,5.613,0,0,101
6699,22200,0.3945,56,6.143,0,0,104
6702,13778,1.137,203,5.101,17000000,23769505,98
6705,1415,2.6182,192,5.781,5000000,742898,98
6706,31094,1.154,47,6.17,20000000,0,108
6707,11547,4.4404,1409,5.695,1500000,30600000,93
6708,7270,3.2353,1919,7.002,62000000,65565672,116
6709,1428,3.4285,2347,6.293,29000000,98769390,102
6710,17906,1.428,95,5.9,0,71646,91
6711,153,6.496,7912,7.383,4000000,119723856,102
6713,33320,2.6879,984,7.84,0,37641,87
6715,61054,0.5533,39,4.192,0,0,92
6718,27590,1.0363,161,5.888,0,8800000,101
6720,14603,1.059,220,5.743,10000000,21142815,102
6721,10617,2.1072,473,7.1,0,3826459,133
6722,10618,2.2315,279,7.176,0,30399676,113
6723,10619,1.6557,215,6.47,0,27540561,112
6724,11293,1.6632,802,7.9,2500000,30900000,102
6731,8408,2.9165,1354,7.032,3750000,34000000,101
6732,14030,2.6144,374,6.987,24000000,33208099,148
6734,2687,2.7907,630,5.883,40000000,14358033,99
6744,19064,1.5535,355,5.794,3200000,10000000,94
6746,25241,2.9359,126,4.901,0,0,92
6748,28942,1.7575,791,6.716,1355000,5000000,92
6750,10739,1.1664,651,6.144,18000000,13585075,108
6751,12767,1.7593,530,5.365,45000000,29119434,118
6752,22309,1.7897,131,5.752,15000000,30238577,122
6753,13156,3.4016,818,7.191,0,0,111
6754,277,5.8251,6495,6.846,22000000,95708457,122
6755,9707,1.6795,685,6.488,1000000,1239541,92
6760,36791,0.4431,55,6.2,0,0,88
6763,7288,4.5705,1762,6.084,40000000,19322135,89
6764,10159,4.2074,2132,6.441,85000000,80900000,104
6765,10934,3.0043,951,6.875,18000000,58878723,113
6768,5653,5.152,332,6.446,30000000,29400000,123
6769,321,1.9172,88,5.9,4361898,3031801,89
6770,20,1.4213,494,6.1,2500000,12300000,106
6772,5168,0.603,146,7.301,1000000,0,104
6773,9662,1.885,1018,7.4,9500000,14776760,80
6774,837,2.8626,2413,7.254,5952000,2120439,88
6775,20303,0.444,14,7.2,0,0,86
6776,19666,1.6661,621,7.26,5200000,8100000,233
6777,821,2.2851,917,8.013,3000000,10000000,191
6780,1358,0.683,123,7.2,0,2279692,80
6782,11475,0.6082,199,6.942,0,0,79
6783,776,1.2683,649,7.505,8847685,273520,106
6785,16563,2.3303,562,7.1,0,5000000,103
6786,11703,1.7046,331,6.994,1250000,17000000,120
6787,891,3.106,2018,7.656,8500000,70600000,138
6788,83714,0.7527,37,5.703,0,9398308,108
6789,12531,2.463,237,6.772,0,0,116
6790,10881,1.0281,341,6.515,8000000,8826094,107
6791,11832,2.0626,433,7.209,0,4398938,104
6793,11806,3.5944,2211,5.832,0,147214049,87
6794,10438,1.4096,1048,5.5,15000000,118243066,89
6796,650,3.4907,2194,7.618,6500000,57504069,112
6797,10337,1.624,424,6.322,30000000,49114016,136
6798,8446,1.741,307,6.586,0,0,93
6800,9874,5.8837,1903,6.144,25000000,49042224,87
6803,29161,2.3585,897,6.8,3800000,0,110
6804,21627,4.0337,159,5.497,3000000,5101,83
6807,4543,2.3347,2052,7.302,9000000,42749697,107
6808,11046,4.1265,961,7.505,7700000,21000000,155
6809,11707,1.4916,375,6.147,0,48143579,115
6810,7442,2.8223,1188,6.489,19000000,175000000,99
6811,14425,1.0933,133,5.989,9000000,4350774,81
6812,6723,2.5392,602,5.882,10000000,21600000,120
6814,16969,1.0755,206,5.481,25000000,38348988,97
6816,13339,1.6565,294,6.791,6000000,3685862,99
6817,28761,1.4104,301,6.379,24000000,2300000,112
6818,25237,6.6775,1758,8.22,5000000,20929648,142
6820,9871,1.4736,966,6.925,5000000,0,108
6821,33258,1.0343,106,5.2,2500000,15000000,111
6827,33783,0.7294,74,3.081,8000000,60822,77
6832,11364,2.0317,626,6.537,25000000,43001500,108
6835,39916,0.8709,142,5.229,0,0,95
6836,31634,0.6116,60,3.875,0,0,57
6837,43739,0.703,121,7.0,0,0,88
6849,13765,1.3336,162,6.815,5000000,6000000,114
6850,12772,1.1482,227,5.808,20000000,23400000,108
6851,47866,0.6681,69,6.3,0,1345236,101
6852,18900,1.7176,418,7.5,3500000,13007551,134
6853,73265,0.3373,7,3.786,4900000,989528,94
6856,3087,0.9868,226,7.0,0,0,126
6857,14282,2.9023,725,7.772,0,0,94
6858,11502,0.8254,464,7.282,0,0,94
6860,21219,1.1877,192,6.25,23000000,20246790,104
6862,2116,2.294,1270,6.35,50000000,55495563,105
6863,1584,5.9245,6059,7.082,35000000,131100000,110
6867,2056,3.5114,765,7.351,500000,8701337,88
6868,4997,1.6734,287,6.08,5000000,2466444,104
6869,8439,1.459,140,7.311,0,217201,118
6870,322,6.4353,7288,7.742,25000000,156800000,138
6872,11059,0.8517,415,3.129,12000000,13818181,90
6873,11775,3.0115,1625,5.954,60000000,119940815,100
6874,24,15.7965,18615,8.0,30000000,180906076,111
6879,11329,2.7442,1500,6.935,60000000,80154140,127
6880,9373,4.778,2848,6.3,9500000,107385515,98
6881,1550,0.6246,264,6.477,300000,0,81
6882,5493,0.9253,246,6.522,0,73060,116
6883,28200,1.052,120,5.734,7000000,10000000,109
6884,10629,2.0872,329,6.652,17000000,9439660,98
6885,10944,2.1682,449,5.1,12000000,23726793,119
6886,9839,2.0711,430,6.416,35000000,0,127
6887,13920,5.5022,810,7.307,35000000,53293628,109
6888,4256,7.4352,4373,6.0,45000000,220673217,84
6889,10009,7.0857,5687,7.27,128000000,250397798,85
6890,1807,3.04,2059,7.025,3000000,10000000,81
6893,10536,2.6061,839,6.951,3000000,0,99
6898,1376,0.5224,240,7.0,0,0,106
6899,31397,0.8195,72,3.368,0,0,87
6902,20312,2.3623,752,7.374,7000000,0,116
6909,10389,1.6075,451,6.58,10706075,1766761,98
6911,31206,0.4583,17,6.6,0,0,128
6912,28658,0.9638,59,6.4,0,0,88
6918,897,0.5326,279,7.9,0,170215,110
6920,11657,2.604,709,7.6,0,0,140
6927,10922,1.6584,500,6.0,30000000,24900000,106
6932,13537,2.5811,461,7.0,6000000,2944752,94
6934,605,7.3984,10608,6.749,150000000,424988211,129
6935,33222,0.5686,54,7.778,0,0,74
6936,10719,5.9326,4470,6.663,32000000,228500000,97
6938,23995,0.4053,3,8.0,0,54,88
6939,1277,0.6578,66,7.677,0,585604,112
6942,508,7.5253,7281,7.096,40000000,250779876,135
6944,11846,2.9867,1469,6.472,20000000,89325780,105
6945,50314,0.3377,31,6.774,0,0,116
6946,10715,2.4174,1588,6.4,80000000,68500000,92
6947,8619,3.7502,3440,7.18,150000000,211623421,138
6948,21525,0.8537,168,7.9,300000,7808524,112
6949,14892,1.8467,81,6.057,0,0,94
6950,12146,2.0881,681,6.302,60000000,38364277,135
6951,10588,4.4437,1762,5.287,109000000,133800000,82
6952,4970,2.9513,2443,6.117,40000000,141591324,98
6953,470,2.8243,3328,7.323,20000000,60427839,124
6954,11042,0.8858,394,7.0,8000000,34883010,99
6957,10147,4.7398,2340,6.559,23000000,76500000,92
6958,10756,2.292,2107,5.688,90000000,182290266,89
6959,9562,4.4408,1146,5.729,80000000,43935763,116
6961,11012,3.0405,656,6.586,11000000,31000000,111
6962,279714,0.0731,9,5.444,0,0,76
6963,30068,0.1408,35,6.571,0,0,77
6965,158413,0.1326,7,6.6,0,0,79
6966,9556,2.4245,1481,6.431,14000000,48878502,95
6967,13581,1.2357,297,7.224,0,0,103
6969,19184,0.8174,163,6.349,0,0,90
6970,24203,1.332,124,7.0,0,0,103
6971,9065,1.0629,351,7.349,0,1007976,113
6973,4823,1.3164,306,5.7,32000000,28600000,124
6974,10168,3.0784,303,6.3,0,0,102
6975,10234,4.1224,2023,7.308,0,2506,109
6978,14022,2.4818,331,6.736,23000,1228108,97
6979,860,5.2852,2091,7.06,12000000,124600000,114
6981,48035,0.826,402,7.943,0,0,125
6982,5000,1.026,343,7.8,0,10188,87
6983,22744,1.1136,149,6.9,1705000,3550000,97
6984,17831,0.5545,78,6.756,1000000,0,126
6985,780,1.6773,1064,7.982,0,18121,81
6986,31510,1.2426,111,7.266,3900000,9000000,143
6987,234,2.4815,1731,7.9,18000,8811,77
6989,8289,1.8412,334,6.323,0,15856028,128
6990,11583,1.6432,419,6.7,6000000,0,110
6992,6472,1.8666,345,5.994,20000000,27058304,96
6993,5143,1.5109,1136,7.482,6400000,40084041,107
6994,11384,1.8837,467,6.145,24000000,65595485,111
6996,8010,1.7632,933,4.7,34000000,15556340,100
6997,10410,3.2591,349,6.249,35000000,0,140
6998,47095,0.8037,78,6.2,0,0,109
6999,10407,2.7543,457,6.1,26000000,94900635,102
7000,9292,2.189,1109,5.706,65000000,17218080,100
7001,11850,4.4818,1279,7.223,3500000,24946533,116
7004,951,2.042,2731,6.114,15000000,201957688,111
7005,10804,1.1306,315,5.348,23000000,52487045,97
7007,9319,3.9594,2089,6.83,29000000,114500000,105
7008,1643,3.0033,1322,6.912,1250000,36182181,129
7009,2007,1.9149,556,7.091,30000000,7300000,135
7010,10995,4.8836,743,6.979,0,5013090,115
7012,2612,1.5769,220,6.2,20000000,15379253,110
7013,3112,3.7188,1783,7.862,795000,0,93
7015,2611,0.8707,185,6.07,0,25092802,104
7016,1825,3.6957,1821,6.444,25000000,16057580,94
7017,10538,2.4585,1089,5.989,15000000,44065653,84
7018,11092,4.3461,786,6.805,22000000,221303188,127
7019,18410,1.1393,273,6.277,18000000,18532286,108
7020,14904,0.8647,107,6.63,0,2155000,90
7022,3176,5.1546,3734,7.269,4500000,30600000,113
7023,9261,1.6789,281,7.196,875000,23633459,108
7024,5336,4.1644,2253,6.344,800000,1800000,117
7025,23908,1.1169,122,6.5,0,0,108
7026,14671,1.6851,272,6.36,0,35114428,97
7027,11509,3.2381,794,6.947,23000000,32192570,133
7028,10729,1.7145,405,6.7,15000000,15260154,89
7030,20763,4.4118,204,6.995,35000000,4651977,114
7031,2047,1.4091,259,5.7,24000000,6484246,100
7032,14249,3.7487,472,6.495,0,15645616,123
7033,10021,1.96,679,6.5,12000000,110996879,111
7034,11634,2.0754,575,7.09,0,0,89
7036,11824,4.3326,1234,6.197,1200000,80000000,92
7037,8222,1.3431,445,7.041,0,1710057,114
7038,20067,0.6585,99,5.76,0,1433668,109
7040,9846,2.2162,737,7.1,6000000,17307019,116
7041,23719,1.1561,273,5.651,0,5777916,111
7044,483,3.5053,1860,7.0,9500000,14569027,125
7045,10166,2.4643,1353,6.942,11000000,15400000,91
7046,6069,3.1656,1521,6.539,22000000,63766510,118
7047,11018,1.6189,475,6.803,24000000,18707466,134
7048,11676,2.0079,670,6.596,25000000,44480039,97
7049,28293,0.5399,70,6.243,0,0,89
7050,28292,0.4282,73,6.822,747000,2727000,110
7051,3681,1.3849,163,6.0,0,18820000,108
7052,43875,0.7913,38,6.2,864000,1276000,123
7053,31798,0.6865,47,7.021,0,0,106
7054,43436,5.5677,226,7.4,2776000,5910000,121
7055,20325,0.4741,246,6.9,886000,2600000,103
7056,17687,1.3151,380,7.237,151000,557000,84
7057,19075,0.9539,48,6.333,0,25002557,143
7058,41465,0.4715,70,6.7,0,0,118
7059,17641,1.2146,117,7.3,2770000,5840000,123
7060,12545,4.7757,604,7.112,3500000,24593103,108
7061,27972,1.2021,157,6.952,0,0,104
7062,898,1.274,334,7.506,2650000,3100000,147
7063,2000,2.1458,1211,7.449,370000,37041,95
7064,648,1.3307,653,7.5,0,0,96
7065,618,1.2366,579,5.9,100000,11000000,195
7067,19120,0.8155,333,7.221,0,78550,148
7069,11316,0.964,295,7.1,2400000,1000000,141
7070,3089,3.6451,578,7.346,3000000,9012000,133
7071,29845,1.6084,549,7.79,1000000,12200000,155
7072,995,2.8742,1208,7.614,531374,1103757,96
7073,1594,2.1813,622,7.2,0,12368234,102
7074,32318,1.964,267,7.137,0,0,65
7075,11839,1.2965,212,7.259,4000000,0,101
7076,916,4.4299,1260,7.141,5500000,42300000,113
7078,1976,3.4725,214,7.0,1250000,0,103
7079,31685,2.5268,213,7.3,1800000,6877900,117
7080,3062,0.8281,211,6.912,439000,2281000,89
7082,12708,1.1248,181,6.425,0,0,99
7083,42045,0.725,60,6.5,0,0,115
7084,11610,1.3104,632,7.471,0,0,85
